frame,time_seconds,plate_text,plate_confidence,car_box,plate_box_in_frame
331,13.24,LA82545,0.2811,"(374, 349, 788, 715)","(482, 625, 573, 653)"
331,13.24,CLE67OS,0.3864,"(1044, 421, 1553, 896)","(1183, 791, 1291, 828)"
332,13.28,LA82545,0.3176,"(374, 348, 788, 716)","(483, 625, 573, 653)"
332,13.28,LLE67OS,0.4548,"(1031, 426, 1543, 909)","(1172, 809, 1280, 843)"
333,13.32,LA82545,0.3176,"(374, 348, 788, 716)","(483, 625, 573, 653)"
333,13.32,ZAE67OS,0.229,"(985, 436, 1536, 923)","(1162, 821, 1272, 856)"
334,13.36,LA82545,0.3088,"(374, 348, 788, 716)","(483, 625, 573, 653)"
334,13.36,ZE67OS,0.1616,"(991, 445, 1529, 938)","(1151, 833, 1260, 869)"
335,13.4,LA82545,0.3088,"(374, 348, 788, 716)","(483, 625, 573, 653)"
335,13.4,EE6ZOS,0.2155,"(992, 453, 1518, 951)","(1139, 850, 1249, 885)"
336,13.44,LA82545,0.3088,"(374, 348, 788, 716)","(483, 625, 573, 653)"
336,13.44,ZLE6Z0S,0.2,"(973, 464, 1511, 971)","(1128, 859, 1240, 898)"
337,13.48,LA82545,0.3093,"(375, 348, 788, 716)","(483, 625, 573, 653)"
337,13.48,ZAE670S,0.2028,"(968, 475, 1502, 988)","(1116, 877, 1228, 915)"
338,13.52,LA82545,0.2359,"(375, 348, 788, 716)","(483, 625, 573, 653)"
338,13.52,EAE670S,0.3436,"(958, 487, 1495, 995)","(1105, 893, 1219, 928)"
339,13.56,ZAE6Z05,0.1872,"(948, 494, 1488, 1016)","(1095, 909, 1209, 945)"
339,13.56,IA82545,0.1397,"(375, 348, 788, 716)","(483, 624, 572, 653)"
340,13.6,LA82545,0.3567,"(374, 349, 788, 717)","(482, 626, 572, 654)"
341,13.64,EA82545,0.1933,"(374, 348, 788, 716)","(482, 624, 573, 653)"
342,13.68,LA82545,0.3084,"(374, 348, 788, 717)","(482, 626, 573, 654)"
343,13.72,LA82545,0.1791,"(374, 348, 788, 716)","(482, 624, 573, 653)"
344,13.76,LA82545,0.3012,"(374, 349, 788, 716)","(482, 626, 573, 653)"
345,13.8,LA82545,0.4514,"(374, 348, 788, 715)","(483, 625, 573, 653)"
346,13.84,LA82545,0.561,"(374, 348, 788, 716)","(483, 626, 573, 653)"
347,13.88,EKE67OS,0.1245,"(838, 587, 1417, 1071)","(994, 1035, 1113, 1071)"
347,13.88,LA82545,0.5776,"(374, 349, 788, 715)","(483, 626, 573, 653)"
348,13.92,LA82545,0.4635,"(374, 348, 788, 715)","(483, 625, 573, 653)"
349,13.96,LA82545,0.4635,"(374, 349, 788, 716)","(483, 625, 573, 653)"
350,14.0,LA82545,0.4635,"(374, 349, 788, 716)","(483, 625, 573, 653)"
351,14.04,LA82545,0.4635,"(374, 349, 788, 716)","(483, 625, 573, 653)"
352,14.08,LA82545,0.4635,"(374, 349, 788, 716)","(483, 625, 573, 653)"
353,14.12,LA82545,0.4534,"(374, 348, 788, 716)","(483, 625, 573, 653)"
354,14.16,LA82545,0.4275,"(374, 348, 788, 716)","(483, 625, 573, 653)"
355,14.2,LA82545,0.4275,"(374, 348, 788, 716)","(483, 625, 573, 653)"
356,14.24,LA82545,0.4275,"(374, 348, 788, 716)","(483, 625, 573, 653)"
357,14.28,LA82545,0.4256,"(374, 348, 788, 716)","(483, 625, 573, 653)"
358,14.32,L48254S,0.1253,"(374, 347, 788, 716)","(482, 625, 573, 653)"
359,14.36,LA82545,0.4251,"(374, 348, 788, 716)","(483, 625, 573, 653)"
360,14.4,LA82545,0.4251,"(374, 348, 788, 716)","(483, 625, 573, 653)"
361,14.44,LA82545,0.4251,"(374, 348, 788, 716)","(483, 625, 573, 653)"
362,14.48,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
363,14.52,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
364,14.56,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
365,14.6,LA82545,0.3045,"(374, 347, 788, 716)","(482, 626, 573, 652)"
366,14.64,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
367,14.68,LA82545,0.3045,"(374, 347, 788, 716)","(482, 626, 573, 652)"
368,14.72,LA82545,0.3045,"(374, 347, 788, 716)","(482, 626, 573, 652)"
369,14.76,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
370,14.8,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
371,14.84,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
372,14.88,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
373,14.92,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
374,14.96,LA8254S,0.3601,"(374, 348, 788, 716)","(483, 626, 573, 653)"
375,15.0,LA82545,0.3605,"(374, 348, 788, 715)","(483, 626, 573, 653)"
376,15.04,LA82545,0.3605,"(374, 348, 788, 715)","(483, 626, 573, 653)"
377,15.08,LA82545,0.398,"(374, 348, 788, 715)","(483, 625, 573, 653)"
378,15.12,LA82545,0.3999,"(374, 348, 788, 715)","(483, 625, 573, 653)"
379,15.16,LA82545,0.3924,"(374, 348, 788, 715)","(483, 625, 573, 653)"
380,15.2,LA82545,0.3924,"(374, 348, 788, 715)","(483, 625, 573, 653)"
381,15.24,LA82545,0.3925,"(374, 348, 788, 715)","(483, 625, 573, 653)"
382,15.28,LA82545,0.4188,"(374, 348, 788, 715)","(483, 625, 573, 653)"
383,15.32,LA82545,0.3925,"(374, 348, 788, 715)","(483, 625, 573, 653)"
384,15.36,LA82545,0.3945,"(374, 348, 788, 715)","(483, 625, 573, 653)"
385,15.4,LA8254S,0.4483,"(374, 350, 788, 716)","(483, 625, 574, 654)"
386,15.44,LA8254S,0.4483,"(374, 350, 788, 716)","(483, 625, 574, 654)"
387,15.48,LA8254S,0.4483,"(374, 350, 788, 716)","(483, 625, 574, 654)"
388,15.52,LA8254S,0.4483,"(374, 350, 788, 716)","(483, 625, 574, 654)"
389,15.56,LA8254S,0.4483,"(374, 350, 788, 716)","(483, 625, 574, 654)"
390,15.6,LA8254S,0.148,"(374, 350, 788, 716)","(483, 625, 574, 654)"
391,15.64,LA8254S,0.1462,"(374, 350, 788, 716)","(483, 625, 574, 654)"
392,15.68,LA8254S,0.4033,"(374, 350, 788, 716)","(483, 625, 574, 654)"
393,15.72,LA8254S,0.4033,"(374, 350, 788, 716)","(483, 625, 574, 654)"
394,15.76,LA8254S,0.4169,"(374, 350, 788, 716)","(483, 625, 574, 654)"
395,15.8,LA8254S,0.4352,"(374, 350, 788, 716)","(483, 625, 574, 654)"
396,15.84,LA8254S,0.4339,"(374, 350, 788, 716)","(483, 625, 574, 654)"
397,15.88,LA8254S,0.4304,"(374, 350, 788, 716)","(483, 625, 574, 654)"
398,15.92,LA8254S,0.4773,"(374, 350, 788, 716)","(483, 625, 574, 654)"
399,15.96,LA8254S,0.4771,"(374, 350, 788, 716)","(483, 625, 574, 654)"
400,16.0,LA8254S,0.4774,"(374, 350, 788, 716)","(483, 625, 574, 654)"
401,16.04,LA8254S,0.4576,"(374, 350, 788, 716)","(483, 625, 574, 654)"
402,16.08,LA8254S,0.4389,"(373, 351, 786, 716)","(482, 627, 574, 654)"
403,16.12,LA8254S,0.2762,"(373, 351, 786, 717)","(482, 626, 574, 655)"
404,16.16,LA8254S,0.442,"(373, 349, 787, 717)","(482, 627, 574, 654)"
405,16.2,LA8254S,0.2026,"(373, 351, 786, 716)","(482, 627, 574, 655)"
406,16.24,LA8254S,0.4825,"(373, 349, 787, 717)","(483, 627, 574, 654)"
407,16.28,LA8254S,0.4825,"(373, 349, 787, 717)","(483, 627, 574, 654)"
408,16.32,LA8254S,0.4825,"(373, 349, 787, 717)","(483, 627, 574, 654)"
409,16.36,LA8254S,0.4917,"(373, 349, 787, 717)","(483, 627, 574, 654)"
410,16.4,LA8254S,0.4917,"(373, 349, 787, 717)","(483, 627, 574, 654)"
411,16.44,LA8254S,0.4917,"(373, 349, 787, 717)","(483, 627, 574, 654)"
412,16.48,LA8254S,0.4917,"(373, 349, 787, 717)","(483, 627, 574, 654)"
413,16.52,LA8254S,0.4917,"(373, 349, 787, 717)","(483, 627, 574, 654)"
414,16.56,LA8254S,0.3271,"(373, 349, 787, 717)","(483, 627, 574, 654)"
415,16.6,LA8254S,0.3271,"(373, 349, 787, 717)","(483, 627, 574, 654)"
416,16.64,LA8254S,0.3271,"(373, 349, 787, 717)","(483, 627, 574, 654)"
417,16.68,LA8254S,0.3655,"(373, 349, 787, 717)","(483, 627, 574, 654)"
418,16.72,LA82545,0.3327,"(373, 349, 787, 717)","(483, 627, 574, 654)"
419,16.76,LA82545,0.35,"(373, 348, 787, 717)","(483, 627, 574, 654)"
420,16.8,LA82545,0.35,"(373, 349, 787, 717)","(483, 627, 574, 654)"
421,16.84,LA82545,0.3751,"(373, 349, 787, 717)","(483, 627, 574, 654)"
422,16.88,LA82545,0.3751,"(373, 348, 787, 717)","(483, 627, 574, 654)"
423,16.92,LA82545,0.3751,"(373, 348, 787, 717)","(483, 627, 574, 654)"
424,16.96,LA82545,0.3751,"(373, 348, 787, 717)","(483, 627, 574, 654)"
425,17.0,LA82545,0.3751,"(373, 348, 787, 717)","(483, 627, 574, 654)"
426,17.04,LA8254S,0.3737,"(373, 348, 788, 717)","(483, 627, 574, 654)"
427,17.08,LA8254S,0.3591,"(373, 348, 788, 717)","(483, 626, 574, 654)"
428,17.12,LA8254S,0.3512,"(373, 348, 788, 717)","(483, 626, 574, 654)"
429,17.16,LA8254S,0.3532,"(373, 348, 788, 717)","(483, 626, 574, 654)"
430,17.2,LA82545,0.4143,"(373, 348, 787, 717)","(483, 627, 574, 654)"
431,17.24,LA82545,0.4143,"(373, 348, 787, 717)","(483, 627, 574, 654)"
432,17.28,LA8254S,0.3738,"(373, 349, 787, 717)","(483, 626, 574, 654)"
433,17.32,LA8254S,0.2865,"(373, 349, 787, 717)","(482, 626, 574, 654)"
434,17.36,LA8254S,0.3655,"(373, 349, 787, 717)","(483, 626, 574, 654)"
435,17.4,LA8254S,0.3699,"(373, 349, 787, 717)","(483, 626, 574, 654)"
436,17.44,LA8254S,0.3538,"(373, 349, 787, 717)","(483, 626, 574, 654)"
437,17.48,LA8254S,0.2932,"(373, 349, 787, 717)","(482, 626, 574, 655)"
438,17.52,A82545,0.1317,"(373, 349, 787, 717)","(483, 626, 574, 655)"
439,17.56,LA8254S,0.187,"(373, 349, 787, 717)","(483, 627, 574, 655)"
440,17.6,LA8254S,0.2172,"(373, 349, 787, 717)","(483, 627, 574, 655)"
441,17.64,LA8254S,0.2421,"(373, 349, 787, 717)","(483, 627, 574, 655)"
442,17.68,LA8254S,0.2714,"(373, 349, 787, 717)","(483, 627, 574, 655)"
443,17.72,LA8254S,0.3047,"(373, 349, 787, 717)","(483, 627, 574, 655)"
444,17.76,LA8254S,0.2785,"(373, 349, 787, 717)","(483, 627, 574, 655)"
445,17.8,LA8254S,0.2241,"(373, 349, 787, 717)","(483, 627, 574, 655)"
446,17.84,A82545,0.082,"(373, 349, 787, 718)","(483, 626, 574, 655)"
447,17.88,A82545,0.082,"(373, 349, 787, 718)","(483, 626, 574, 655)"
448,17.92,A82545,0.082,"(373, 349, 787, 718)","(483, 626, 574, 655)"
449,17.96,A82545,0.0835,"(373, 351, 786, 717)","(483, 626, 574, 655)"
450,18.0,LA8254S,0.27,"(373, 348, 788, 718)","(483, 626, 574, 654)"
451,18.04,LA8254S,0.3322,"(373, 348, 788, 718)","(483, 627, 574, 654)"
452,18.08,LA8254S,0.265,"(373, 348, 788, 718)","(483, 626, 574, 654)"
453,18.12,LA8254S,0.2507,"(373, 348, 788, 717)","(483, 627, 574, 654)"
454,18.16,LA82545,0.1646,"(374, 348, 788, 717)","(483, 626, 574, 655)"
455,18.2,LA82545,0.1647,"(374, 348, 788, 717)","(483, 626, 574, 655)"
455,18.2,IAPMIBG,0.0401,"(1670, 1, 1914, 129)","(1756, 66, 1810, 84)"
456,18.24,LA82545,0.1646,"(374, 348, 788, 717)","(483, 626, 574, 655)"
457,18.28,LA82545,0.5182,"(373, 348, 788, 717)","(483, 627, 574, 654)"
458,18.32,LA82545,0.1621,"(374, 348, 788, 717)","(483, 626, 574, 655)"
459,18.36,A82545,0.1463,"(374, 347, 788, 717)","(483, 626, 574, 655)"
460,18.4,A82545,0.1448,"(374, 347, 788, 717)","(483, 626, 574, 655)"
461,18.44,LA82545,0.1962,"(374, 348, 788, 717)","(483, 626, 574, 654)"
462,18.48,LA82545,0.4548,"(374, 347, 788, 717)","(483, 627, 574, 655)"
463,18.52,LA82545,0.4548,"(374, 347, 788, 717)","(483, 627, 574, 655)"
464,18.56,LA82545,0.3525,"(374, 347, 788, 717)","(483, 627, 574, 655)"
465,18.6,82545,0.9663,"(374, 347, 787, 717)","(483, 628, 574, 655)"
466,18.64,LA82545,0.3082,"(374, 347, 788, 717)","(483, 628, 574, 655)"
467,18.68,UA82545,0.2866,"(373, 349, 788, 717)","(483, 628, 574, 656)"
468,18.72,A82545,0.1578,"(374, 352, 789, 717)","(483, 627, 574, 656)"
469,18.76,LA82545,0.4801,"(374, 350, 789, 718)","(483, 629, 574, 657)"
470,18.8,LA82545,0.2541,"(374, 349, 789, 718)","(482, 629, 574, 657)"
471,18.84,LA82545,0.432,"(374, 351, 788, 717)","(483, 630, 574, 657)"
472,18.88,LA82545,0.2056,"(375, 349, 789, 718)","(483, 629, 574, 656)"
473,18.92,82545,0.6895,"(374, 352, 789, 718)","(484, 627, 574, 656)"
474,18.96,LA82545,0.5135,"(374, 350, 789, 718)","(484, 629, 575, 656)"
475,19.0,LA82545,0.4541,"(374, 351, 789, 718)","(483, 629, 574, 656)"
476,19.04,L482545,0.348,"(374, 350, 789, 718)","(483, 629, 575, 657)"
477,19.08,L482545,0.151,"(374, 350, 790, 718)","(483, 628, 575, 656)"
478,19.12,L482545,0.1575,"(374, 351, 790, 718)","(483, 628, 574, 656)"
479,19.16,LA82545,0.2476,"(373, 349, 790, 718)","(484, 629, 575, 655)"
480,19.2,JAPHIBB,0.0515,"(1531, 91, 1849, 360)","(1637, 288, 1707, 311)"
480,19.2,A82545,0.0721,"(374, 352, 789, 717)","(483, 627, 574, 656)"
481,19.24,LA82545,0.1522,"(374, 354, 787, 717)","(483, 627, 574, 655)"
482,19.28,LA82545,0.1604,"(374, 351, 787, 717)","(483, 627, 574, 655)"
483,19.32,1A82545,0.1211,"(374, 352, 787, 717)","(483, 627, 574, 656)"
484,19.36,LA8254S,0.2189,"(374, 351, 787, 717)","(483, 627, 574, 655)"
485,19.4,1A82545,0.1645,"(374, 352, 787, 717)","(483, 627, 574, 656)"
486,19.44,L482545,0.2087,"(374, 350, 787, 717)","(483, 627, 574, 654)"
487,19.48,LA8254S,0.2567,"(374, 352, 787, 717)","(483, 627, 574, 655)"
488,19.52,E482545,0.2027,"(374, 350, 787, 717)","(483, 626, 575, 654)"
489,19.56,JAPHI88,0.2066,"(1445, 191, 1810, 492)","(1575, 409, 1652, 436)"
489,19.56,E482545,0.1769,"(374, 350, 787, 717)","(483, 626, 575, 654)"
490,19.6,JAPHI88,0.3502,"(1428, 202, 1807, 504)","(1567, 424, 1646, 451)"
490,19.6,E482545,0.1968,"(374, 350, 787, 717)","(483, 626, 575, 654)"
491,19.64,PHI88,0.4586,"(1429, 214, 1801, 519)","(1560, 439, 1640, 466)"
491,19.64,LA8254S,0.273,"(374, 348, 788, 717)","(483, 627, 574, 655)"
492,19.68,LA8254S,0.2108,"(374, 348, 788, 718)","(483, 627, 574, 654)"
493,19.72,LA82545,0.2581,"(374, 347, 788, 718)","(483, 627, 574, 655)"
493,19.72,JAPHL88,0.2971,"(1423, 230, 1785, 554)","(1544, 472, 1629, 498)"
494,19.76,LA82545,0.1353,"(374, 349, 787, 717)","(483, 626, 574, 654)"
495,19.8,JAPHU8S,0.0945,"(1404, 267, 1781, 593)","(1526, 503, 1611, 531)"
495,19.8,E482545,0.1178,"(374, 347, 789, 718)","(483, 625, 574, 653)"
496,19.84,5A82545,0.0833,"(374, 347, 789, 718)","(483, 625, 574, 654)"
497,19.88,LA82545,0.1656,"(374, 346, 789, 717)","(483, 626, 574, 654)"
497,19.88,JAPHL88,0.1381,"(1384, 295, 1770, 636)","(1508, 541, 1596, 569)"
498,19.92,JAPHL88,0.4373,"(1361, 309, 1764, 651)","(1497, 560, 1587, 588)"
498,19.92,EA82545,0.0572,"(374, 347, 789, 718)","(483, 625, 574, 654)"
499,19.96,JAPHI88,0.1863,"(1344, 323, 1758, 670)","(1487, 581, 1578, 609)"
499,19.96,L482545,0.1194,"(373, 347, 788, 717)","(483, 625, 574, 653)"
500,20.0,EA82545,0.0981,"(375, 348, 789, 717)","(483, 625, 573, 653)"
501,20.04,PHI88,0.3769,"(1335, 358, 1750, 716)","(1468, 624, 1559, 655)"
501,20.04,LA82545,0.3226,"(375, 348, 789, 716)","(483, 626, 573, 654)"
502,20.08,LA8254S,0.3471,"(375, 348, 789, 716)","(483, 626, 573, 653)"
503,20.12,LA8254S,0.3471,"(375, 348, 789, 716)","(483, 626, 573, 653)"
504,20.16,LA82545,0.3525,"(375, 348, 789, 716)","(483, 626, 573, 654)"
505,20.2,LA82545,0.3525,"(375, 348, 789, 716)","(483, 626, 573, 654)"
505,20.2,JAPHI88,0.2804,"(1284, 427, 1719, 812)","(1422, 722, 1520, 752)"
506,20.24,IA82545,0.0923,"(375, 348, 789, 716)","(482, 626, 573, 655)"
506,20.24,IAPHL88,0.2892,"(1267, 449, 1722, 841)","(1411, 746, 1512, 778)"
507,20.28,LA8254S,0.2274,"(374, 353, 789, 716)","(483, 626, 572, 653)"
507,20.28,UAPHI88,0.1642,"(1248, 466, 1746, 867)","(1397, 772, 1501, 806)"
508,20.32,LA82545,0.208,"(375, 348, 790, 715)","(483, 627, 573, 655)"
508,20.32,PHL88,0.5457,"(1234, 488, 1701, 895)","(1387, 800, 1489, 834)"
509,20.36,IAPHL88,0.2865,"(1223, 504, 1689, 926)","(1372, 827, 1478, 863)"
509,20.36,LA82545,0.1937,"(375, 351, 789, 716)","(483, 626, 573, 654)"
510,20.4,L482545,0.3051,"(374, 351, 789, 717)","(482, 627, 573, 655)"
511,20.44,LA8254S,0.4742,"(375, 349, 789, 716)","(483, 626, 573, 653)"
511,20.44,UAPHL88,0.281,"(1193, 553, 1670, 983)","(1342, 885, 1451, 922)"
512,20.48,LA82545,0.2832,"(376, 348, 789, 716)","(483, 626, 573, 654)"
513,20.52,LA8254S,0.1433,"(375, 348, 789, 715)","(482, 626, 574, 655)"
514,20.56,E8254S,0.3374,"(375, 348, 789, 715)","(482, 624, 574, 654)"
515,20.6,LA8254S,0.1518,"(375, 349, 789, 715)","(482, 626, 574, 655)"
516,20.64,LA8254S,0.1668,"(375, 349, 788, 715)","(482, 626, 574, 655)"
517,20.68,LA8254S,0.1812,"(375, 348, 789, 715)","(482, 626, 574, 655)"
517,20.68,,0.0,"(1414, 3, 1644, 65)","(1491, 3, 1547, 24)"
518,20.72,LA8254S,0.1309,"(375, 348, 789, 715)","(482, 626, 575, 655)"
518,20.72,J2E0,0.0416,"(1412, 3, 1643, 70)","(1490, 6, 1546, 29)"
519,20.76,E48254S,0.2123,"(376, 348, 789, 715)","(482, 625, 574, 654)"
519,20.76,,0.0,"(1407, 2, 1640, 77)","(1487, 10, 1543, 32)"
520,20.8,EA8254S,0.071,"(374, 349, 787, 716)","(483, 625, 574, 653)"
520,20.8,,0.0,"(1406, 2, 1640, 82)","(1487, 13, 1543, 37)"
521,20.84,L48254S,0.1456,"(375, 354, 787, 713)","(482, 626, 574, 655)"
521,20.84,,0.0,"(1406, 1, 1639, 90)","(1486, 21, 1541, 44)"
522,20.88,L48254S,0.2187,"(375, 349, 789, 716)","(482, 630, 574, 656)"
522,20.88,,0.0,"(1404, 1, 1636, 90)","(1484, 20, 1539, 43)"
523,20.92,LA8254S,0.1903,"(375, 350, 788, 716)","(483, 626, 574, 654)"
523,20.92,,0.0,"(1401, 1, 1636, 91)","(1482, 27, 1538, 50)"
524,20.96,L482545,0.1607,"(374, 350, 788, 715)","(482, 626, 574, 654)"
524,20.96,,0.0,"(1398, 0, 1635, 98)","(1481, 31, 1537, 55)"
525,21.0,LA8254S,0.1066,"(375, 352, 788, 716)","(482, 627, 574, 656)"
525,21.0,981,0.0645,"(1396, 2, 1632, 100)","(1479, 34, 1534, 58)"
526,21.04,LA82545,0.1145,"(375, 350, 789, 716)","(482, 626, 574, 655)"
526,21.04,,0.0,"(1394, 0, 1632, 104)","(1477, 38, 1533, 61)"
527,21.08,LA8254S,0.2392,"(375, 350, 789, 716)","(482, 627, 574, 656)"
527,21.08,,0.0,"(1393, 0, 1631, 109)","(1475, 42, 1532, 66)"
528,21.12,LA8254S,0.2178,"(375, 351, 789, 716)","(482, 627, 574, 655)"
528,21.12,,0.0,"(1393, 0, 1631, 110)","(1474, 47, 1532, 70)"
529,21.16,L482545,0.2254,"(375, 352, 789, 717)","(482, 627, 574, 655)"
529,21.16,F9,0.0672,"(1389, 0, 1629, 113)","(1472, 50, 1529, 74)"
530,21.2,LA82545,0.1864,"(375, 351, 789, 716)","(482, 627, 574, 655)"
530,21.2,,0.0,"(1387, 0, 1628, 120)","(1469, 54, 1528, 78)"
531,21.24,LA82545,0.1882,"(375, 350, 788, 715)","(482, 628, 574, 656)"
531,21.24,,0.0,"(1382, 0, 1629, 122)","(1468, 58, 1526, 82)"
532,21.28,E48254S,0.2161,"(375, 352, 789, 716)","(482, 626, 574, 655)"
532,21.28,,0.0,"(1380, 0, 1628, 133)","(1466, 63, 1525, 87)"
533,21.32,LA8254S,0.2042,"(375, 350, 788, 716)","(482, 627, 574, 656)"
533,21.32,J4,0.1092,"(1380, 0, 1628, 138)","(1463, 67, 1523, 91)"
534,21.36,LA82545,0.3327,"(375, 350, 788, 715)","(482, 628, 574, 655)"
534,21.36,W9Q,0.0805,"(1376, 1, 1627, 136)","(1462, 72, 1522, 96)"
535,21.4,LA82545,0.4517,"(375, 350, 788, 715)","(482, 628, 574, 655)"
535,21.4,4GI,0.1669,"(1372, 3, 1627, 145)","(1460, 76, 1520, 101)"
536,21.44,LA8254S,0.1722,"(375, 350, 789, 716)","(482, 627, 574, 655)"
536,21.44,JEQI,0.0164,"(1368, 0, 1629, 148)","(1457, 80, 1518, 105)"
537,21.48,0A8254S,0.058,"(375, 351, 789, 716)","(482, 626, 574, 655)"
537,21.48,LEU,0.029,"(1364, 0, 1628, 156)","(1455, 85, 1516, 110)"
538,21.52,J79,0.0587,"(1364, 0, 1628, 158)","(1452, 90, 1514, 114)"
538,21.52,IA82545,0.055,"(375, 351, 789, 716)","(482, 626, 574, 655)"
539,21.56,IA8254S,0.0968,"(375, 350, 789, 716)","(482, 626, 574, 655)"
539,21.56,44961,0.1288,"(1358, 0, 1626, 157)","(1449, 97, 1512, 120)"
540,21.6,49,0.2439,"(1357, 0, 1627, 165)","(1448, 101, 1509, 125)"
540,21.6,L48254S,0.126,"(375, 351, 789, 716)","(482, 627, 574, 655)"
541,21.64,43,0.137,"(1354, 0, 1626, 170)","(1446, 105, 1507, 130)"
541,21.64,LA82545,0.3085,"(375, 350, 789, 715)","(482, 628, 574, 656)"
542,21.68,JK961,0.0701,"(1352, 0, 1623, 177)","(1441, 109, 1504, 134)"
542,21.68,L482545,0.1292,"(375, 350, 788, 716)","(482, 627, 574, 655)"
542,21.68,,0.0,"(1773, 0, 1918, 79)","(1855, 28, 1908, 50)"
543,21.72,43961,0.1641,"(1347, 0, 1621, 181)","(1440, 114, 1504, 140)"
543,21.72,4A8254S,0.0973,"(375, 351, 788, 716)","(482, 627, 574, 656)"
543,21.72,9EC0G,0.0205,"(1771, 0, 1918, 82)","(1854, 32, 1908, 53)"
544,21.76,IK961,0.2753,"(1345, 0, 1621, 186)","(1438, 120, 1501, 144)"
544,21.76,LA82545,0.2683,"(375, 350, 788, 716)","(482, 627, 574, 655)"
544,21.76,9004,0.1948,"(1769, 0, 1918, 91)","(1854, 35, 1908, 56)"
545,21.8,FK961,0.0551,"(1342, 0, 1617, 195)","(1435, 124, 1500, 149)"
545,21.8,LA8254S,0.2994,"(375, 350, 789, 716)","(482, 627, 574, 655)"
546,21.84,43K961,0.1677,"(1337, 0, 1615, 198)","(1433, 128, 1497, 155)"
546,21.84,LA8254S,0.2449,"(375, 350, 789, 715)","(482, 627, 574, 655)"
546,21.84,9EO0L,0.0229,"(1769, 0, 1919, 96)","(1853, 45, 1906, 65)"
547,21.88,3K961,0.2335,"(1331, 0, 1615, 206)","(1429, 136, 1494, 160)"
547,21.88,LA82545,0.2639,"(375, 350, 789, 716)","(482, 627, 574, 655)"
547,21.88,90016,0.1099,"(1767, 1, 1918, 101)","(1852, 48, 1906, 70)"
548,21.92,L7961,0.0802,"(1328, 0, 1615, 209)","(1426, 142, 1493, 166)"
548,21.92,LA8254S,0.2803,"(375, 350, 789, 715)","(482, 627, 574, 655)"
548,21.92,,0.0,"(1766, 2, 1918, 105)","(1850, 52, 1905, 73)"
549,21.96,LA8254S,0.1093,"(375, 350, 789, 716)","(482, 626, 574, 655)"
549,21.96,3K9611,0.2095,"(1327, 0, 1613, 213)","(1424, 145, 1486, 171)"
549,21.96,35016,0.2245,"(1764, 3, 1918, 108)","(1850, 56, 1905, 77)"
550,22.0,LA8254S,0.2372,"(375, 348, 788, 716)","(482, 627, 573, 655)"
550,22.0,7796,0.0414,"(1325, 0, 1610, 222)","(1420, 151, 1483, 176)"
550,22.0,36816,0.2511,"(1762, 4, 1918, 114)","(1849, 61, 1904, 81)"
551,22.04,LA8254S,0.1307,"(375, 352, 789, 715)","(482, 626, 574, 655)"
551,22.04,3K961,0.0828,"(1320, 0, 1606, 226)","(1417, 155, 1483, 183)"
551,22.04,36826,0.877,"(1762, 2, 1918, 117)","(1847, 66, 1903, 86)"
552,22.08,LA82545,0.2206,"(375, 349, 789, 715)","(482, 628, 573, 655)"
552,22.08,I3K961,0.0673,"(1316, 0, 1605, 232)","(1413, 161, 1479, 187)"
552,22.08,36806,0.152,"(1761, 0, 1918, 120)","(1847, 70, 1903, 89)"
553,22.12,0A8254S,0.0489,"(375, 348, 788, 715)","(482, 625, 574, 654)"
553,22.12,3K961,0.6292,"(1314, 0, 1603, 231)","(1411, 167, 1476, 192)"
553,22.12,36906,0.0784,"(1757, 0, 1918, 126)","(1845, 73, 1901, 94)"
554,22.16,743K961,0.1876,"(1308, 0, 1603, 242)","(1406, 171, 1473, 197)"
554,22.16,LA8254S,0.3052,"(375, 348, 789, 716)","(482, 626, 574, 655)"
554,22.16,796836,0.5386,"(1756, 0, 1918, 129)","(1848, 78, 1901, 98)"
555,22.2,7K961,0.2106,"(1306, 2, 1601, 251)","(1404, 177, 1471, 203)"
555,22.2,1482545,0.0522,"(375, 348, 789, 716)","(482, 625, 574, 654)"
555,22.2,90086,0.145,"(1754, 0, 1919, 137)","(1841, 83, 1899, 102)"
556,22.24,4K96,0.1164,"(1302, 5, 1598, 261)","(1400, 182, 1466, 210)"
556,22.24,LA8254S,0.1442,"(375, 348, 788, 716)","(482, 626, 574, 655)"
556,22.24,96886,0.8193,"(1752, 1, 1919, 142)","(1840, 86, 1898, 106)"
557,22.28,3K961,0.4322,"(1299, 14, 1596, 261)","(1397, 189, 1465, 216)"
557,22.28,L482545,0.1079,"(375, 348, 789, 715)","(482, 625, 574, 654)"
557,22.28,90026,0.0769,"(1749, 2, 1918, 142)","(1839, 91, 1897, 112)"
